,TIME,POSICAO,NOME,PONTUACAO,RODADA,G,A,FT,FD,FF,FS,SG,DS,DE,DP,PS,PP,PC,PI,I,GC,GS,FC,CV,CA,ADVERSARIO,CASA,FORA
1511,Corinthians,Zagueiro,Gil,-0.1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Botafogo,0,1
1512,São Paulo,Goleiro,Rafael,10.0,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,0,1
1513,Cruzeiro,Goleiro,Rafael Cabral,1.0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,Fluminense,1,0
1514,Cruzeiro,Zagueiro,Luciano Castán,1.2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,1,0
1515,Fluminense,Zagueiro,Manoel,3.0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Cruzeiro,0,1
1516,Coritiba,Técnico,Antônio Carlos Zago,3.22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,1,0
1517,Atlético-MG,Atacante,Vargas,-0.7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,Cuiabá,0,1
1518,Athlético-PR,Atacante,Pablo,3.4,5,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Internacional,0,1
1519,Goiás,Zagueiro,Sidimar,1.7,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,0,1
1520,Flamengo,Meia,Vidal,2.9,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Goiás,1,0
1521,Cruzeiro,Meia,Nikão,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,1,0
1522,Grêmio,Zagueiro,Bruno Uvini,-1.5,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Palmeiras,0,1
1523,Bragantino,Atacante,Eduardo Sasha,-0.7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,América-MG,1,0
1524,Coritiba,Goleiro,Gabriel,0.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Vasco,1,0
1525,Cuiabá,Zagueiro,Marllon,-0.1,5,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,Atlético-MG,1,0
1526,Flamengo,Técnico,Jorge Sampaoli,9.03,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goiás,1,0
1527,Grêmio,Meia,Vina,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,0,1
1528,Palmeiras,Goleiro,Weverton,0.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Grêmio,1,0
1529,Palmeiras,Zagueiro,Gustavo Gómez,3.6,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,1,0
1530,Fortaleza,Atacante,Thiago Galhardo,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
1531,Botafogo,Meia,Gabriel Pires,2.6,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Corinthians,1,0
1532,América-MG,Zagueiro,Danilo Avelar,2.4,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,0,1
1533,Atlético-MG,Goleiro,Everson,6.0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,0,1
1534,Fluminense,Técnico,Fernando Diniz,8.15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,0,1
1535,Goiás,Lateral,Maguinho,1.9,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,0,1
1536,Internacional,Atacante,Pedro Henrique,3.2,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,Athlético-PR,1,0
1537,Fortaleza,Goleiro,Maurício Kozlinski,6.0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
1538,Bahia,Zagueiro,Vitor Hugo,4.1,5,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Santos,0,1
1539,Cuiabá,Meia,Ceppelini,1.4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-MG,1,0
1540,Internacional,Atacante,Luiz Adriano,6.7,5,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Athlético-PR,1,0
1541,Grêmio,Zagueiro,Bruno Alves,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,0,1
1542,América-MG,Atacante,Aloísio,16.4,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Bragantino,0,1
1543,Santos,Meia,Alison,3.6,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,1,0
1544,Coritiba,Atacante,William Pottker,0.6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Vasco,1,0
1545,Internacional,Lateral,Renê,2.1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Athlético-PR,1,0
1546,Cuiabá,Atacante,Jonathan Cafu,3.3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-MG,1,0
1547,Grêmio,Lateral,Reinaldo,-0.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Palmeiras,0,1
1548,Fluminense,Meia,Thiago Santos,-1.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Cruzeiro,0,1
1549,Botafogo,Zagueiro,Víctor Cuesta,9.4,5,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,Corinthians,1,0
1550,Fortaleza,Atacante,Silvio Romero,1.7,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,São Paulo,1,0
1551,Cuiabá,Meia,Filipe Augusto,-0.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-MG,1,0
1552,América-MG,Zagueiro,Ricardo Silva,2.4,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,0,1
1553,Fluminense,Atacante,Cano,9.3,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Cruzeiro,0,1
1554,Coritiba,Atacante,Zé Roberto,6.8,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,Vasco,1,0
1555,Fortaleza,Meia,Yago Pikachu,3.9,5,0,0,0,0,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,1,São Paulo,1,0
1556,São Paulo,Atacante,Luciano,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,0,1
1557,Santos,Meia,Lucas Lima,6.9,5,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,1,Bahia,1,0
1558,Palmeiras,Zagueiro,Luan,9.1,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Grêmio,1,0
1559,Vasco,Meia,Jair,6.6,5,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Coritiba,0,1
1560,Palmeiras,Lateral,Mayke,17.1,5,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Grêmio,1,0
1561,São Paulo,Meia,Alisson,3.3,5,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,Fortaleza,0,1
1562,Cruzeiro,Atacante,Henrique Dourado,-0.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fluminense,1,0
1563,Goiás,Meia,Willian Oliveira,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,0,1
1564,América-MG,Meia,Juninho,4.8,5,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,Bragantino,0,1
1565,Palmeiras,Meia,Zé Rafael,0.6,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,Grêmio,1,0
1566,Fortaleza,Lateral,Tinga,11.0,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
1567,Goiás,Goleiro,Marcelo Rangel,2.0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,Flamengo,0,1
1568,Athlético-PR,Técnico,Paulo Turra,8.219999999999999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,0,1
1569,São Paulo,Meia,Wellington Rato,2.9,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,0,1
1570,Vasco,Técnico,Maurício Barbieri,3.74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coritiba,0,1
1571,Atlético-MG,Meia,Patrick,4.3,5,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Cuiabá,0,1
1572,Flamengo,Zagueiro,Léo Pereira,4.1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,Goiás,1,0
1573,Botafogo,Atacante,Tiquinho Soares,17.7,5,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,1,0
1574,Atlético-MG,Zagueiro,Jemerson,4.4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,Cuiabá,0,1
1575,Bragantino,Meia,Lucas Evangelista,1.0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,1,0
1576,Coritiba,Atacante,Robson,7.6,5,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Vasco,1,0
1577,Bahia,Goleiro,Marcos Felipe,2.0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,Santos,0,1
1578,Santos,Goleiro,João Paulo,7.0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,Bahia,1,0
1579,Athlético-PR,Meia,Alex Santana,2.6,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Internacional,0,1
1580,Vasco,Zagueiro,Léo,0.6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Coritiba,0,1
1581,Atlético-MG,Meia,Hyoran,10.2,5,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,0,1
1582,América-MG,Meia,Alê,1.0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,Bragantino,0,1
1583,Goiás,Lateral,Sander,7.2,5,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,0,1
1584,Coritiba,Lateral,Victor Luis,1.0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vasco,1,0
1585,Botafogo,Meia,Tchê Tchê,0.9,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Corinthians,1,0
1586,Flamengo,Atacante,Everton,10.4,5,0,1,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Goiás,1,0
1587,Coritiba,Meia,Boschilia,4.8,5,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Vasco,1,0
1588,Fortaleza,Meia,José Welison,2.3,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,São Paulo,1,0
1589,Vasco,Goleiro,Léo Jardim,3.0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,Coritiba,0,1
1590,Grêmio,Meia,Nathan,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,0,1
1591,Goiás,Atacante,Matheus Peixoto,5.5,5,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,0,1
1592,Athlético-PR,Zagueiro,Pedro Henrique,4.5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,1,Internacional,0,1
1593,Internacional,Meia,Carlos de Pena,2.9,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Athlético-PR,1,0
1594,Grêmio,Zagueiro,Kannemann,3.2,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,Palmeiras,0,1
1595,Santos,Zagueiro,Messias,4.1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,Bahia,1,0
1596,Bahia,Meia,Thaciano,2.7,5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Santos,0,1
1597,Athlético-PR,Meia,Vitor Bueno,1.1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Internacional,0,1
1598,América-MG,Goleiro,Mateus Pasinato,7.5,5,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,2,0,0,0,Bragantino,0,1
1599,Cruzeiro,Meia,Neto Moura,1.0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Fluminense,1,0
1600,Bahia,Meia,Yago Felipe,3.6,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Santos,0,1
1601,Flamengo,Meia,Arrascaeta,5.0,5,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Goiás,1,0
1602,Cuiabá,Zagueiro,Alan Empereur,0.9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-MG,1,0
1603,Botafogo,Técnico,Luís Castro,8.65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,1,0
1604,Flamengo,Lateral,Ayrton Lucas,8.1,5,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,Goiás,1,0
1605,Bragantino,Lateral,Aderlan,9.4,5,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,América-MG,1,0
1606,Fortaleza,Meia,Lucas Crispim,1.2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
1607,Coritiba,Meia,Marcelino Moreno,1.5,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,1,0
1608,América-MG,Zagueiro,Iago Maidana,0.5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,0,1
1609,Cruzeiro,Lateral,William,2.3,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,Fluminense,1,0
1610,São Paulo,Atacante,Calleri,1.3,5,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,Fortaleza,0,1
1611,Grêmio,Meia,Cristaldo,8.1,5,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Palmeiras,0,1
1612,Santos,Meia,Dodi,5.3,5,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Bahia,1,0
1613,Corinthians,Atacante,Róger Guedes,2.3,5,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,0,1
1614,Grêmio,Atacante,Everton Galdino,1.7,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,0,1
1615,Santos,Atacante,Mendoza,14.1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Bahia,1,0
1616,Fortaleza,Lateral,Bruno Pacheco,6.3,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
1617,São Paulo,Lateral,Raí Ramos,5.1,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,Fortaleza,0,1
1618,Flamengo,Atacante,Bruno Henrique,1.3,5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,Goiás,1,0
1619,Goiás,Atacante,Diego Gonçalves,3.7,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,0,1
1620,Flamengo,Zagueiro,Fabrício Bruno,5.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Goiás,1,0
1621,América-MG,Atacante,Everaldo,-0.1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Bragantino,0,1
1622,Cuiabá,Lateral,PK,2.5,5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,1,0
1623,América-MG,Zagueiro,Éder,2.9,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,Bragantino,0,1
1624,Grêmio,Meia,Carballo,-0.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Palmeiras,0,1
1625,Botafogo,Goleiro,Lucas Perri,9.0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,Corinthians,1,0
1626,Flamengo,Meia,Erick Pulgar,2.4,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,Goiás,1,0
1627,Palmeiras,Atacante,Rony,1.6,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Grêmio,1,0
1628,Botafogo,Zagueiro,Adryelson,5.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,1,0
1629,Cruzeiro,Lateral,Marlon,9.4,5,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,1,0
1630,Fluminense,Zagueiro,Nino,5.8,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,0,1
1631,Bahia,Zagueiro,David Duarte,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,0,1
1632,Atlético-MG,Atacante,Pavón,21.1,5,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Cuiabá,0,1
1633,Santos,Técnico,Odair Hellmann,10.26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,1,0
1634,Coritiba,Zagueiro,Bruno Viana,2.9,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Vasco,1,0
1635,Cuiabá,Atacante,Deyverson,0.5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,1,0
1636,Cruzeiro,Atacante,Bruno Rodrigues,2.2,5,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,Fluminense,1,0
1637,Cruzeiro,Meia,Mateus Vital,6.0,5,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,1,0
1638,Coritiba,Zagueiro,Chancellor,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,1,0
1639,Internacional,Atacante,Wanderson,0.5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,1,0
1640,América-MG,Meia,Benítez,3.5,5,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,0,1
1641,Santos,Lateral,Gabriel Inocêncio,7.6,5,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,Bahia,1,0
1642,Botafogo,Meia,Marlon Freitas,3.6,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,1,0
1643,Bahia,Meia,Daniel,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,0,1
1644,América-MG,Lateral,Marcinho,0.8,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,Bragantino,0,1
1645,Internacional,Goleiro,Keiller,1.0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,Athlético-PR,1,0
1646,Bragantino,Goleiro,Cleiton,-1.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,América-MG,1,0
1647,Palmeiras,Atacante,Breno Lopes,0.4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Grêmio,1,0
1648,Bragantino,Meia,Matheus Fernandes,5.6,5,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,América-MG,1,0
1649,Corinthians,Meia,Maycon,2.4,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,0,1
1650,Fortaleza,Atacante,Guilherme,4.0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
1651,Palmeiras,Meia,Raphael Veiga,27.6,5,2,1,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,1,0
1652,Cruzeiro,Zagueiro,Oliveira,3.7,5,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,1,0
1653,Flamengo,Atacante,Pedro,8.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goiás,1,0
1654,Atlético-MG,Meia,Battaglia,1.4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Cuiabá,0,1
1655,Atlético-MG,Técnico,Eduardo Coudet,10.24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,0,1
1656,Botafogo,Meia,Lucas Fernandes,0.5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Corinthians,1,0
1657,Bragantino,Lateral,Juninho Capixaba,3.5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,1,0
1658,América-MG,Lateral,Nicolas,-0.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Bragantino,0,1
1659,Cuiabá,Meia,Raniele,4.7,5,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,1,0
1660,Atlético-MG,Zagueiro,Nathan Silva,5.5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,0,1
1661,Palmeiras,Atacante,Artur,6.8,5,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,1,0
1662,Cruzeiro,Meia,Machado,3.4,5,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Fluminense,1,0
1663,Fluminense,Meia,Lima,7.0,5,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,0,1
1664,Internacional,Lateral,Bustos,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,1,0
1665,Grêmio,Meia,Villasanti,-0.2,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,Palmeiras,0,1
1666,Goiás,Atacante,Alesson,3.4,5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,0,1
1667,Botafogo,Lateral,Marçal,7.0,5,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,Corinthians,1,0
1668,Internacional,Zagueiro,Vitão,1.2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,1,0
1669,Athlético-PR,Meia,Erick,2.9,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,0,1
1670,Vasco,Atacante,Pedro Raul,-0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,Coritiba,0,1
1671,Bahia,Zagueiro,Kanu,1.3,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,Santos,0,1
1672,Botafogo,Lateral,Di Placido,6.8,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,Corinthians,1,0
1673,São Paulo,Meia,Gabriel,1.1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,Fortaleza,0,1
1674,Santos,Atacante,Lucas Braga,4.4,5,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,1,0,1,Bahia,1,0
1675,Vasco,Lateral,Puma Rodríguez,7.5,5,0,0,0,1,1,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,Coritiba,0,1
1676,Fortaleza,Meia,Pochettino,3.0,5,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
1677,Goiás,Meia,Morelli,4.8,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,0,1
1678,Internacional,Meia,Baralhas,2.0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,Athlético-PR,1,0
1679,Fluminense,Meia,Arias,1.8,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Cruzeiro,0,1
1680,Atlético-MG,Atacante,Paulinho,9.2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,0,1
1681,São Paulo,Zagueiro,Alan Franco,7.1,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,Fortaleza,0,1
1682,Atlético-MG,Meia,Zaracho,11.1,6,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,1,0
1683,Atlético-MG,Meia,Igor Gomes,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,1,0
1684,Botafogo,Zagueiro,Luis Segovia,-0.8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Goiás,0,1
1685,Corinthians,Atacante,Yuri Alberto,0.7,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,São Paulo,1,0
1686,Coritiba,Meia,Liziero,3.8,6,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Athlético-PR,0,1
1687,Cuiabá,Meia,Ronald Lopes,2.9,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,0,1
1688,Botafogo,Atacante,Júnior Santos,3.3,6,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,Goiás,0,1
1689,Goiás,Meia,Diego,6.6,6,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,1,0
